source,target,source_location,target_location,source_coordinates,target_coordinates,Con,Date,Year,From_Node_Full_Name,PP,agt_description,AgtId
Afghanistan: 2000s Post-intervention process_location_13,Afghanistan: 2000s Post-intervention process_location_15,"Türkiye, Türkiye","عمان, عمان",POINT (34.9249653 38.9597594),POINT (57.0036901 21.0000287),Afghanistan,2006-02-01,2006,Afghanistan Compact Building on Success (London Conference),Afghanistan: 2000s Post-intervention process,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",1061
Afghanistan: 2000s Post-intervention process_location_13,Afghanistan: 2000s Post-intervention process_location_11,"Türkiye, Türkiye","قطر, قطر",POINT (34.9249653 38.9597594),POINT (51.2295295 25.3336984),Afghanistan,2006-02-01,2006,Afghanistan Compact Building on Success (London Conference),Afghanistan: 2000s Post-intervention process,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",1061
Afghanistan: 2000s Post-intervention process_location_13,Afghanistan: 2000s Post-intervention process_location_7,"Türkiye, Türkiye","Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة",POINT (34.9249653 38.9597594),POINT (55.147647448637606 24.956654649999997),Afghanistan,2006-02-01,2006,Afghanistan Compact Building on Success (London Conference),Afghanistan: 2000s Post-intervention process,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",1061
Afghanistan: 2000s Post-intervention process_location_13,Afghanistan: 2000s Post-intervention process_location_4,"Türkiye, Türkiye","الأردن, الأردن",POINT (34.9249653 38.9597594),POINT (36.941628 31.1667049),Afghanistan,2006-02-01,2006,Afghanistan Compact Building on Success (London Conference),Afghanistan: 2000s Post-intervention process,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",1061
Afghanistan: 2000s Post-intervention process_location_13,Afghanistan: 2000s Post-intervention process_location_5,"Türkiye, Türkiye","مصر, مصر",POINT (34.9249653 38.9597594),POINT (29.2675469 26.2540493),Afghanistan,2006-02-01,2006,Afghanistan Compact Building on Success (London Conference),Afghanistan: 2000s Post-intervention process,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",1061
Afghanistan: 2000s Post-intervention process_location_14,Afghanistan: 2000s Post-intervention process_location_0,"السعودية, السعودية","Россия, Россия",POINT (42.3528328 25.6242618),POINT (97.7453061 64.6863136),Afghanistan,2006-02-01,2006,Afghanistan Compact Building on Success (London Conference),Afghanistan: 2000s Post-intervention process,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",1061
Afghanistan: 2000s Post-intervention process_location_14,Afghanistan: 2000s Post-intervention process_location_17,"السعودية, السعودية","The Islamic Development Bank, شارع الملك خالد, 22331, شارع الملك خالد, منطقة مكة المكرمة, السعودية",POINT (42.3528328 25.6242618),POINT (39.2014894 21.4757759),Afghanistan,2006-02-01,2006,Afghanistan Compact Building on Success (London Conference),Afghanistan: 2000s Post-intervention process,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",1061
Afghanistan: 2000s Post-intervention process_location_14,Afghanistan: 2000s Post-intervention process_location_15,"السعودية, السعودية","عمان, عمان",POINT (42.3528328 25.6242618),POINT (57.0036901 21.0000287),Afghanistan,2006-02-01,2006,Afghanistan Compact Building on Success (London Conference),Afghanistan: 2000s Post-intervention process,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",1061
Afghanistan: 2000s Post-intervention process_location_14,Afghanistan: 2000s Post-intervention process_location_11,"السعودية, السعودية","قطر, قطر",POINT (42.3528328 25.6242618),POINT (51.2295295 25.3336984),Afghanistan,2006-02-01,2006,Afghanistan Compact Building on Success (London Conference),Afghanistan: 2000s Post-intervention process,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",1061
Afghanistan: 2000s Post-intervention process_location_14,Afghanistan: 2000s Post-intervention process_location_7,"السعودية, السعودية","Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة",POINT (42.3528328 25.6242618),POINT (55.147647448637606 24.956654649999997),Afghanistan,2006-02-01,2006,Afghanistan Compact Building on Success (London Conference),Afghanistan: 2000s Post-intervention process,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",1061
Afghanistan: 2000s Post-intervention process_location_14,Afghanistan: 2000s Post-intervention process_location_4,"السعودية, السعودية","الأردن, الأردن",POINT (42.3528328 25.6242618),POINT (36.941628 31.1667049),Afghanistan,2006-02-01,2006,Afghanistan Compact Building on Success (London Conference),Afghanistan: 2000s Post-intervention process,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",1061
Afghanistan: 2000s Post-intervention process_location_14,Afghanistan: 2000s Post-intervention process_location_5,"السعودية, السعودية","مصر, مصر",POINT (42.3528328 25.6242618),POINT (29.2675469 26.2540493),Afghanistan,2006-02-01,2006,Afghanistan Compact Building on Success (London Conference),Afghanistan: 2000s Post-intervention process,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",1061
Afghanistan: 2000s Post-intervention process_location_0,Afghanistan: 2000s Post-intervention process_location_17,"Россия, Россия","The Islamic Development Bank, شارع الملك خالد, 22331, شارع الملك خالد, منطقة مكة المكرمة, السعودية",POINT (97.7453061 64.6863136),POINT (39.2014894 21.4757759),Afghanistan,2006-02-01,2006,Afghanistan Compact Building on Success (London Conference),Afghanistan: 2000s Post-intervention process,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",1061
Afghanistan: 2000s Post-intervention process_location_0,Afghanistan: 2000s Post-intervention process_location_15,"Россия, Россия","عمان, عمان",POINT (97.7453061 64.6863136),POINT (57.0036901 21.0000287),Afghanistan,2006-02-01,2006,Afghanistan Compact Building on Success (London Conference),Afghanistan: 2000s Post-intervention process,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",1061
Afghanistan: 2000s Post-intervention process_location_0,Afghanistan: 2000s Post-intervention process_location_11,"Россия, Россия","قطر, قطر",POINT (97.7453061 64.6863136),POINT (51.2295295 25.3336984),Afghanistan,2006-02-01,2006,Afghanistan Compact Building on Success (London Conference),Afghanistan: 2000s Post-intervention process,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",1061
Afghanistan: 2000s Post-intervention process_location_0,Afghanistan: 2000s Post-intervention process_location_7,"Россия, Россия","Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة",POINT (97.7453061 64.6863136),POINT (55.147647448637606 24.956654649999997),Afghanistan,2006-02-01,2006,Afghanistan Compact Building on Success (London Conference),Afghanistan: 2000s Post-intervention process,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",1061
Afghanistan: 2000s Post-intervention process_location_0,Afghanistan: 2000s Post-intervention process_location_4,"Россия, Россия","الأردن, الأردن",POINT (97.7453061 64.6863136),POINT (36.941628 31.1667049),Afghanistan,2006-02-01,2006,Afghanistan Compact Building on Success (London Conference),Afghanistan: 2000s Post-intervention process,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",1061
Afghanistan: 2000s Post-intervention process_location_0,Afghanistan: 2000s Post-intervention process_location_5,"Россия, Россия","مصر, مصر",POINT (97.7453061 64.6863136),POINT (29.2675469 26.2540493),Afghanistan,2006-02-01,2006,Afghanistan Compact Building on Success (London Conference),Afghanistan: 2000s Post-intervention process,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",1061
Afghanistan: 2000s Post-intervention process_location_17,Afghanistan: 2000s Post-intervention process_location_15,"The Islamic Development Bank, شارع الملك خالد, 22331, شارع الملك خالد, منطقة مكة المكرمة, السعودية","عمان, عمان",POINT (39.2014894 21.4757759),POINT (57.0036901 21.0000287),Afghanistan,2006-02-01,2006,Afghanistan Compact Building on Success (London Conference),Afghanistan: 2000s Post-intervention process,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",1061
Afghanistan: 2000s Post-intervention process_location_17,Afghanistan: 2000s Post-intervention process_location_11,"The Islamic Development Bank, شارع الملك خالد, 22331, شارع الملك خالد, منطقة مكة المكرمة, السعودية","قطر, قطر",POINT (39.2014894 21.4757759),POINT (51.2295295 25.3336984),Afghanistan,2006-02-01,2006,Afghanistan Compact Building on Success (London Conference),Afghanistan: 2000s Post-intervention process,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",1061
Afghanistan: 2000s Post-intervention process_location_17,Afghanistan: 2000s Post-intervention process_location_7,"The Islamic Development Bank, شارع الملك خالد, 22331, شارع الملك خالد, منطقة مكة المكرمة, السعودية","Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة",POINT (39.2014894 21.4757759),POINT (55.147647448637606 24.956654649999997),Afghanistan,2006-02-01,2006,Afghanistan Compact Building on Success (London Conference),Afghanistan: 2000s Post-intervention process,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",1061
Afghanistan: 2000s Post-intervention process_location_17,Afghanistan: 2000s Post-intervention process_location_4,"The Islamic Development Bank, شارع الملك خالد, 22331, شارع الملك خالد, منطقة مكة المكرمة, السعودية","الأردن, الأردن",POINT (39.2014894 21.4757759),POINT (36.941628 31.1667049),Afghanistan,2006-02-01,2006,Afghanistan Compact Building on Success (London Conference),Afghanistan: 2000s Post-intervention process,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",1061
Afghanistan: 2000s Post-intervention process_location_17,Afghanistan: 2000s Post-intervention process_location_5,"The Islamic Development Bank, شارع الملك خالد, 22331, شارع الملك خالد, منطقة مكة المكرمة, السعودية","مصر, مصر",POINT (39.2014894 21.4757759),POINT (29.2675469 26.2540493),Afghanistan,2006-02-01,2006,Afghanistan Compact Building on Success (London Conference),Afghanistan: 2000s Post-intervention process,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",1061
Afghanistan: 2000s Post-intervention process_location_15,Afghanistan: 2000s Post-intervention process_location_11,"عمان, عمان","قطر, قطر",POINT (57.0036901 21.0000287),POINT (51.2295295 25.3336984),Afghanistan,2006-02-01,2006,Afghanistan Compact Building on Success (London Conference),Afghanistan: 2000s Post-intervention process,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",1061
Afghanistan: 2000s Post-intervention process_location_15,Afghanistan: 2000s Post-intervention process_location_7,"عمان, عمان","Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة",POINT (57.0036901 21.0000287),POINT (55.147647448637606 24.956654649999997),Afghanistan,2006-02-01,2006,Afghanistan Compact Building on Success (London Conference),Afghanistan: 2000s Post-intervention process,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",1061
Afghanistan: 2000s Post-intervention process_location_15,Afghanistan: 2000s Post-intervention process_location_4,"عمان, عمان","الأردن, الأردن",POINT (57.0036901 21.0000287),POINT (36.941628 31.1667049),Afghanistan,2006-02-01,2006,Afghanistan Compact Building on Success (London Conference),Afghanistan: 2000s Post-intervention process,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",1061
Afghanistan: 2000s Post-intervention process_location_15,Afghanistan: 2000s Post-intervention process_location_5,"عمان, عمان","مصر, مصر",POINT (57.0036901 21.0000287),POINT (29.2675469 26.2540493),Afghanistan,2006-02-01,2006,Afghanistan Compact Building on Success (London Conference),Afghanistan: 2000s Post-intervention process,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",1061
Afghanistan: 2000s Post-intervention process_location_11,Afghanistan: 2000s Post-intervention process_location_7,"قطر, قطر","Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة",POINT (51.2295295 25.3336984),POINT (55.147647448637606 24.956654649999997),Afghanistan,2006-02-01,2006,Afghanistan Compact Building on Success (London Conference),Afghanistan: 2000s Post-intervention process,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",1061
Afghanistan: 2000s Post-intervention process_location_11,Afghanistan: 2000s Post-intervention process_location_4,"قطر, قطر","الأردن, الأردن",POINT (51.2295295 25.3336984),POINT (36.941628 31.1667049),Afghanistan,2006-02-01,2006,Afghanistan Compact Building on Success (London Conference),Afghanistan: 2000s Post-intervention process,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",1061
Afghanistan: 2000s Post-intervention process_location_11,Afghanistan: 2000s Post-intervention process_location_5,"قطر, قطر","مصر, مصر",POINT (51.2295295 25.3336984),POINT (29.2675469 26.2540493),Afghanistan,2006-02-01,2006,Afghanistan Compact Building on Success (London Conference),Afghanistan: 2000s Post-intervention process,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",1061
Afghanistan: 2000s Post-intervention process_location_7,Afghanistan: 2000s Post-intervention process_location_4,"Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة","الأردن, الأردن",POINT (55.147647448637606 24.956654649999997),POINT (36.941628 31.1667049),Afghanistan,2006-02-01,2006,Afghanistan Compact Building on Success (London Conference),Afghanistan: 2000s Post-intervention process,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",1061
Afghanistan: 2000s Post-intervention process_location_7,Afghanistan: 2000s Post-intervention process_location_5,"Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة","مصر, مصر",POINT (55.147647448637606 24.956654649999997),POINT (29.2675469 26.2540493),Afghanistan,2006-02-01,2006,Afghanistan Compact Building on Success (London Conference),Afghanistan: 2000s Post-intervention process,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",1061
Afghanistan: 2000s Post-intervention process_location_4,Afghanistan: 2000s Post-intervention process_location_5,"الأردن, الأردن","مصر, مصر",POINT (36.941628 31.1667049),POINT (29.2675469 26.2540493),Afghanistan,2006-02-01,2006,Afghanistan Compact Building on Success (London Conference),Afghanistan: 2000s Post-intervention process,"This agreement is a product of the 2006 London Conference on Afghanistan, and outlines the Afghan government and international donors' commitments to the socio-economic reconstruction of the country. It contains several annexes: Annex I. Benchmarks and Timelines; Annex II. Improving the Effectiveness of Aid to Afghanistan ",1061
Sri Lanka LTTE 2002 onward process_location_18,Sri Lanka LTTE 2002 onward process_location_0,"الإمارات العربية المتحدة, الإمارات العربية المتحدة","Россия, Россия",POINT (53.9994829 24.0002488),POINT (97.7453061 64.6863136),Sri Lanka,2003-06-10,2003,Tokyo Declaration on Reconstruction and Development of Sri Lanka,Sri Lanka LTTE 2002 onward process,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",1154
Sri Lanka LTTE 2002 onward process_location_18,Sri Lanka LTTE 2002 onward process_location_15,"الإمارات العربية المتحدة, الإمارات العربية المتحدة","عمان, عمان",POINT (53.9994829 24.0002488),POINT (57.0036901 21.0000287),Sri Lanka,2003-06-10,2003,Tokyo Declaration on Reconstruction and Development of Sri Lanka,Sri Lanka LTTE 2002 onward process,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",1154
Sri Lanka LTTE 2002 onward process_location_18,Sri Lanka LTTE 2002 onward process_location_14,"الإمارات العربية المتحدة, الإمارات العربية المتحدة","السعودية, السعودية",POINT (53.9994829 24.0002488),POINT (42.3528328 25.6242618),Sri Lanka,2003-06-10,2003,Tokyo Declaration on Reconstruction and Development of Sri Lanka,Sri Lanka LTTE 2002 onward process,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",1154
Sri Lanka LTTE 2002 onward process_location_18,Sri Lanka LTTE 2002 onward process_location_7,"الإمارات العربية المتحدة, الإمارات العربية المتحدة","Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة",POINT (53.9994829 24.0002488),POINT (55.147647448637606 24.956654649999997),Sri Lanka,2003-06-10,2003,Tokyo Declaration on Reconstruction and Development of Sri Lanka,Sri Lanka LTTE 2002 onward process,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",1154
Sri Lanka LTTE 2002 onward process_location_18,Sri Lanka LTTE 2002 onward process_location_20,"الإمارات العربية المتحدة, الإمارات العربية المتحدة","African Union, Soomaaliya الصومال",POINT (53.9994829 24.0002488),POINT (42.5678934446982 -0.31206275),Sri Lanka,2003-06-10,2003,Tokyo Declaration on Reconstruction and Development of Sri Lanka,Sri Lanka LTTE 2002 onward process,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",1154
Sri Lanka LTTE 2002 onward process_location_18,Sri Lanka LTTE 2002 onward process_location_5,"الإمارات العربية المتحدة, الإمارات العربية المتحدة","مصر, مصر",POINT (53.9994829 24.0002488),POINT (29.2675469 26.2540493),Sri Lanka,2003-06-10,2003,Tokyo Declaration on Reconstruction and Development of Sri Lanka,Sri Lanka LTTE 2002 onward process,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",1154
Sri Lanka LTTE 2002 onward process_location_0,Sri Lanka LTTE 2002 onward process_location_15,"Россия, Россия","عمان, عمان",POINT (97.7453061 64.6863136),POINT (57.0036901 21.0000287),Sri Lanka,2003-06-10,2003,Tokyo Declaration on Reconstruction and Development of Sri Lanka,Sri Lanka LTTE 2002 onward process,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",1154
Sri Lanka LTTE 2002 onward process_location_0,Sri Lanka LTTE 2002 onward process_location_14,"Россия, Россия","السعودية, السعودية",POINT (97.7453061 64.6863136),POINT (42.3528328 25.6242618),Sri Lanka,2003-06-10,2003,Tokyo Declaration on Reconstruction and Development of Sri Lanka,Sri Lanka LTTE 2002 onward process,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",1154
Sri Lanka LTTE 2002 onward process_location_0,Sri Lanka LTTE 2002 onward process_location_7,"Россия, Россия","Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة",POINT (97.7453061 64.6863136),POINT (55.147647448637606 24.956654649999997),Sri Lanka,2003-06-10,2003,Tokyo Declaration on Reconstruction and Development of Sri Lanka,Sri Lanka LTTE 2002 onward process,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",1154
Sri Lanka LTTE 2002 onward process_location_0,Sri Lanka LTTE 2002 onward process_location_20,"Россия, Россия","African Union, Soomaaliya الصومال",POINT (97.7453061 64.6863136),POINT (42.5678934446982 -0.31206275),Sri Lanka,2003-06-10,2003,Tokyo Declaration on Reconstruction and Development of Sri Lanka,Sri Lanka LTTE 2002 onward process,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",1154
Sri Lanka LTTE 2002 onward process_location_0,Sri Lanka LTTE 2002 onward process_location_5,"Россия, Россия","مصر, مصر",POINT (97.7453061 64.6863136),POINT (29.2675469 26.2540493),Sri Lanka,2003-06-10,2003,Tokyo Declaration on Reconstruction and Development of Sri Lanka,Sri Lanka LTTE 2002 onward process,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",1154
Sri Lanka LTTE 2002 onward process_location_15,Sri Lanka LTTE 2002 onward process_location_14,"عمان, عمان","السعودية, السعودية",POINT (57.0036901 21.0000287),POINT (42.3528328 25.6242618),Sri Lanka,2003-06-10,2003,Tokyo Declaration on Reconstruction and Development of Sri Lanka,Sri Lanka LTTE 2002 onward process,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",1154
