source,target,source_coordinates,target_coordinates,shared_keywords,source_institution,target_institution,source_location,target_location
Peter B. Sloep,Slavi Stoyanov,POINT (5.981506585454879 50.8775239),POINT (5.981506585454879 50.8775239),"fp7,handover,learning network,innovation,idspace,ltfll,networked learning,language technologies",Open Universiteit Nederland,Open Universiteit Nederland,"Heerlen, Limburg, Nederland","Heerlen, Limburg, Nederland"
Peter B. Sloep,Marcel van der Klink,POINT (5.981506585454879 50.8775239),POINT (5.981506585454879 50.8775239),"fp7,handover,learning network,innovation,idspace,ltfll,networked learning,language technologies",Open Universiteit Nederland,Open Universiteit Nederland,"Heerlen, Limburg, Nederland","Heerlen, Limburg, Nederland"
Peter B. Sloep,Symeon Retalis,POINT (5.981506585454879 50.8775239),POINT (23.6470593 37.9431594),"fp7,handover,learning network,innovation,idspace,ltfll,networked learning,language technologies",Open Universiteit Nederland,University of Piraeus,"Heerlen, Limburg, Nederland","Πειραιάς, 185 35, Αποκεντρωμένη Διοίκηση Αττικής, Ελλάς"
Peter B. Sloep,Jan Hensgens,POINT (5.981506585454879 50.8775239),POINT (5.6909768 50.8512438),"fp7,handover,learning network,innovation,idspace,ltfll,networked learning,language technologies",Open Universiteit Nederland,Aurus KTS,"Heerlen, Limburg, Nederland","Maastricht, Limburg, Nederland"
Adriana J. Berlanga,Wolfgang Greller,POINT (5.981506585454879 50.8775239),POINT (5.981506585454879 50.8775239),"fp7,handover,learning network,innovation,idspace,ltfll,networked learning,language technologies",Open Universiteit Nederland,Open Universiteit Nederland,"Heerlen, Limburg, Nederland","Heerlen, Limburg, Nederland"
Adriana J. Berlanga,Slavi Stoyanov,POINT (5.981506585454879 50.8775239),POINT (5.981506585454879 50.8775239),"fp7,handover,learning network,innovation,idspace,ltfll,networked learning,language technologies",Open Universiteit Nederland,Open Universiteit Nederland,"Heerlen, Limburg, Nederland","Heerlen, Limburg, Nederland"
Adriana J. Berlanga,Marcel van der Klink,POINT (5.981506585454879 50.8775239),POINT (5.981506585454879 50.8775239),"fp7,handover,learning network,innovation,idspace,ltfll,networked learning,language technologies",Open Universiteit Nederland,Open Universiteit Nederland,"Heerlen, Limburg, Nederland","Heerlen, Limburg, Nederland"
Adriana J. Berlanga,Symeon Retalis,POINT (5.981506585454879 50.8775239),POINT (23.6470593 37.9431594),"fp7,handover,learning network,innovation,idspace,ltfll,networked learning,language technologies",Open Universiteit Nederland,University of Piraeus,"Heerlen, Limburg, Nederland","Πειραιάς, 185 35, Αποκεντρωμένη Διοίκηση Αττικής, Ελλάς"
Adriana J. Berlanga,Jan Hensgens,POINT (5.981506585454879 50.8775239),POINT (5.6909768 50.8512438),"fp7,handover,learning network,innovation,idspace,ltfll,networked learning,language technologies",Open Universiteit Nederland,Aurus KTS,"Heerlen, Limburg, Nederland","Maastricht, Limburg, Nederland"
Wolfgang Greller,Slavi Stoyanov,POINT (5.981506585454879 50.8775239),POINT (5.981506585454879 50.8775239),"fp7,handover,learning network,innovation,idspace,ltfll,networked learning,language technologies",Open Universiteit Nederland,Open Universiteit Nederland,"Heerlen, Limburg, Nederland","Heerlen, Limburg, Nederland"
Wolfgang Greller,Marcel van der Klink,POINT (5.981506585454879 50.8775239),POINT (5.981506585454879 50.8775239),"fp7,handover,learning network,innovation,idspace,ltfll,networked learning,language technologies",Open Universiteit Nederland,Open Universiteit Nederland,"Heerlen, Limburg, Nederland","Heerlen, Limburg, Nederland"
Wolfgang Greller,Symeon Retalis,POINT (5.981506585454879 50.8775239),POINT (23.6470593 37.9431594),"fp7,handover,learning network,innovation,idspace,ltfll,networked learning,language technologies",Open Universiteit Nederland,University of Piraeus,"Heerlen, Limburg, Nederland","Πειραιάς, 185 35, Αποκεντρωμένη Διοίκηση Αττικής, Ελλάς"
Wolfgang Greller,Jan Hensgens,POINT (5.981506585454879 50.8775239),POINT (5.6909768 50.8512438),"fp7,handover,learning network,innovation,idspace,ltfll,networked learning,language technologies",Open Universiteit Nederland,Aurus KTS,"Heerlen, Limburg, Nederland","Maastricht, Limburg, Nederland"
Slavi Stoyanov,Marcel van der Klink,POINT (5.981506585454879 50.8775239),POINT (5.981506585454879 50.8775239),"fp7,handover,learning network,innovation,idspace,ltfll,networked learning,language technologies",Open Universiteit Nederland,Open Universiteit Nederland,"Heerlen, Limburg, Nederland","Heerlen, Limburg, Nederland"
Slavi Stoyanov,Symeon Retalis,POINT (5.981506585454879 50.8775239),POINT (23.6470593 37.9431594),"fp7,handover,learning network,innovation,idspace,ltfll,networked learning,language technologies",Open Universiteit Nederland,University of Piraeus,"Heerlen, Limburg, Nederland","Πειραιάς, 185 35, Αποκεντρωμένη Διοίκηση Αττικής, Ελλάς"
Slavi Stoyanov,Jan Hensgens,POINT (5.981506585454879 50.8775239),POINT (5.6909768 50.8512438),"fp7,handover,learning network,innovation,idspace,ltfll,networked learning,language technologies",Open Universiteit Nederland,Aurus KTS,"Heerlen, Limburg, Nederland","Maastricht, Limburg, Nederland"
Marcel van der Klink,Symeon Retalis,POINT (5.981506585454879 50.8775239),POINT (23.6470593 37.9431594),"fp7,handover,learning network,innovation,idspace,ltfll,networked learning,language technologies",Open Universiteit Nederland,University of Piraeus,"Heerlen, Limburg, Nederland","Πειραιάς, 185 35, Αποκεντρωμένη Διοίκηση Αττικής, Ελλάς"
Marcel van der Klink,Jan Hensgens,POINT (5.981506585454879 50.8775239),POINT (5.6909768 50.8512438),"fp7,handover,learning network,innovation,idspace,ltfll,networked learning,language technologies",Open Universiteit Nederland,Aurus KTS,"Heerlen, Limburg, Nederland","Maastricht, Limburg, Nederland"
Symeon Retalis,Jan Hensgens,POINT (23.6470593 37.9431594),POINT (5.6909768 50.8512438),"fp7,handover,learning network,innovation,idspace,ltfll,networked learning,language technologies",University of Piraeus,Aurus KTS,"Πειραιάς, 185 35, Αποκεντρωμένη Διοίκηση Αττικής, Ελλάς","Maastricht, Limburg, Nederland"
Jesus G. Boticario,Alejandro Rodriguez-Ascaso,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"user modelling,educational standards,web accessibility,metadata and learning,service oriented architecture,learning objects,adaptive learning,user-centred design",aDeNu Research Group,aDeNu Research Group,"Madrid, Comunidad de Madrid, España","Madrid, Comunidad de Madrid, España"
Jesus G. Boticario,Olga C. Santos,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"user modelling,educational standards,web accessibility,metadata and learning,service oriented architecture,learning objects,adaptive learning,user-centred design",aDeNu Research Group,aDeNu Research Group,"Madrid, Comunidad de Madrid, España","Madrid, Comunidad de Madrid, España"
Jesus G. Boticario,Emmanuelle Raffenne,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"user modelling,educational standards,web accessibility,metadata and learning,service oriented architecture,learning objects,adaptive learning,user-centred design",aDeNu Research Group,Madrid,"Madrid, Comunidad de Madrid, España","Madrid, Comunidad de Madrid, España"
Jesus G. Boticario,Lydia Montandon,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"user modelling,educational standards,web accessibility,metadata and learning,service oriented architecture,learning objects,adaptive learning,user-centred design",aDeNu Research Group,Atos GIBS (Global Innovation and Business Strategy),"Madrid, Comunidad de Madrid, España","Madrid, Comunidad de Madrid, España"
Jesus G. Boticario,David Roldán,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"user modelling,educational standards,web accessibility,metadata and learning,service oriented architecture,learning objects,adaptive learning,user-centred design",aDeNu Research Group,Universidad Politécnica de Valencia,"Madrid, Comunidad de Madrid, España","Madrid, Comunidad de Madrid, España"
Jesus G. Boticario,Félix Buendía,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"user modelling,educational standards,web accessibility,metadata and learning,service oriented architecture,learning objects,adaptive learning,user-centred design",aDeNu Research Group,Universidad Politécnica de Valencia,"Madrid, Comunidad de Madrid, España","Madrid, Comunidad de Madrid, España"
Jesus G. Boticario,Rob J.M. Hartog,POINT (-3.7035825 40.4167047),POINT (5.668298061827958 51.9685817),learning objects,aDeNu Research Group,Wageningen University,"Madrid, Comunidad de Madrid, España","Wageningen, Nederland"
Jesus G. Boticario,Adrie J.M. Beulens,POINT (-3.7035825 40.4167047),POINT (5.668298061827958 51.9685817),learning objects,aDeNu Research Group,Wageningen University,"Madrid, Comunidad de Madrid, España","Wageningen, Nederland"
Jesus G. Boticario,Johannes Tramper,POINT (-3.7035825 40.4167047),POINT (5.668298061827958 51.9685817),learning objects,aDeNu Research Group,Wageningen University,"Madrid, Comunidad de Madrid, España","Wageningen, Nederland"
Alejandro Rodriguez-Ascaso,Olga C. Santos,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"user modelling,educational standards,web accessibility,metadata and learning,service oriented architecture,learning objects,adaptive learning,user-centred design",aDeNu Research Group,aDeNu Research Group,"Madrid, Comunidad de Madrid, España","Madrid, Comunidad de Madrid, España"
Alejandro Rodriguez-Ascaso,Emmanuelle Raffenne,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"user modelling,educational standards,web accessibility,metadata and learning,service oriented architecture,learning objects,adaptive learning,user-centred design",aDeNu Research Group,Madrid,"Madrid, Comunidad de Madrid, España","Madrid, Comunidad de Madrid, España"
Alejandro Rodriguez-Ascaso,Lydia Montandon,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"user modelling,educational standards,web accessibility,metadata and learning,service oriented architecture,learning objects,adaptive learning,user-centred design",aDeNu Research Group,Atos GIBS (Global Innovation and Business Strategy),"Madrid, Comunidad de Madrid, España","Madrid, Comunidad de Madrid, España"
Alejandro Rodriguez-Ascaso,David Roldán,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"user modelling,educational standards,web accessibility,metadata and learning,service oriented architecture,learning objects,adaptive learning,user-centred design",aDeNu Research Group,Universidad Politécnica de Valencia,"Madrid, Comunidad de Madrid, España","Madrid, Comunidad de Madrid, España"
Alejandro Rodriguez-Ascaso,Félix Buendía,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"user modelling,educational standards,web accessibility,metadata and learning,service oriented architecture,learning objects,adaptive learning,user-centred design",aDeNu Research Group,Universidad Politécnica de Valencia,"Madrid, Comunidad de Madrid, España","Madrid, Comunidad de Madrid, España"
Alejandro Rodriguez-Ascaso,Rob J.M. Hartog,POINT (-3.7035825 40.4167047),POINT (5.668298061827958 51.9685817),learning objects,aDeNu Research Group,Wageningen University,"Madrid, Comunidad de Madrid, España","Wageningen, Nederland"
Alejandro Rodriguez-Ascaso,Adrie J.M. Beulens,POINT (-3.7035825 40.4167047),POINT (5.668298061827958 51.9685817),learning objects,aDeNu Research Group,Wageningen University,"Madrid, Comunidad de Madrid, España","Wageningen, Nederland"
Alejandro Rodriguez-Ascaso,Johannes Tramper,POINT (-3.7035825 40.4167047),POINT (5.668298061827958 51.9685817),learning objects,aDeNu Research Group,Wageningen University,"Madrid, Comunidad de Madrid, España","Wageningen, Nederland"
Olga C. Santos,Emmanuelle Raffenne,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"user modelling,educational standards,web accessibility,metadata and learning,service oriented architecture,learning objects,adaptive learning,user-centred design",aDeNu Research Group,Madrid,"Madrid, Comunidad de Madrid, España","Madrid, Comunidad de Madrid, España"
Olga C. Santos,Lydia Montandon,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"user modelling,educational standards,web accessibility,metadata and learning,service oriented architecture,learning objects,adaptive learning,user-centred design",aDeNu Research Group,Atos GIBS (Global Innovation and Business Strategy),"Madrid, Comunidad de Madrid, España","Madrid, Comunidad de Madrid, España"
Olga C. Santos,David Roldán,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"user modelling,educational standards,web accessibility,metadata and learning,service oriented architecture,learning objects,adaptive learning,user-centred design",aDeNu Research Group,Universidad Politécnica de Valencia,"Madrid, Comunidad de Madrid, España","Madrid, Comunidad de Madrid, España"
Olga C. Santos,Félix Buendía,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"user modelling,educational standards,web accessibility,metadata and learning,service oriented architecture,learning objects,adaptive learning,user-centred design",aDeNu Research Group,Universidad Politécnica de Valencia,"Madrid, Comunidad de Madrid, España","Madrid, Comunidad de Madrid, España"
Olga C. Santos,Rob J.M. Hartog,POINT (-3.7035825 40.4167047),POINT (5.668298061827958 51.9685817),learning objects,aDeNu Research Group,Wageningen University,"Madrid, Comunidad de Madrid, España","Wageningen, Nederland"
Olga C. Santos,Adrie J.M. Beulens,POINT (-3.7035825 40.4167047),POINT (5.668298061827958 51.9685817),learning objects,aDeNu Research Group,Wageningen University,"Madrid, Comunidad de Madrid, España","Wageningen, Nederland"
Olga C. Santos,Johannes Tramper,POINT (-3.7035825 40.4167047),POINT (5.668298061827958 51.9685817),learning objects,aDeNu Research Group,Wageningen University,"Madrid, Comunidad de Madrid, España","Wageningen, Nederland"
Emmanuelle Raffenne,Lydia Montandon,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"user modelling,educational standards,web accessibility,metadata and learning,service oriented architecture,learning objects,adaptive learning,user-centred design",Madrid,Atos GIBS (Global Innovation and Business Strategy),"Madrid, Comunidad de Madrid, España","Madrid, Comunidad de Madrid, España"
Emmanuelle Raffenne,David Roldán,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"user modelling,educational standards,web accessibility,metadata and learning,service oriented architecture,learning objects,adaptive learning,user-centred design",Madrid,Universidad Politécnica de Valencia,"Madrid, Comunidad de Madrid, España","Madrid, Comunidad de Madrid, España"
Emmanuelle Raffenne,Félix Buendía,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"user modelling,educational standards,web accessibility,metadata and learning,service oriented architecture,learning objects,adaptive learning,user-centred design",Madrid,Universidad Politécnica de Valencia,"Madrid, Comunidad de Madrid, España","Madrid, Comunidad de Madrid, España"
Emmanuelle Raffenne,Rob J.M. Hartog,POINT (-3.7035825 40.4167047),POINT (5.668298061827958 51.9685817),learning objects,Madrid,Wageningen University,"Madrid, Comunidad de Madrid, España","Wageningen, Nederland"
